>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#1;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
61;Boguszowicka;Jankowice Pêtla;;;;Kon;227;0;1;;;;;;;ABus;;;18,34,25.0;50,03,06.8;Brak;50;;Jan Pêtla;Jankowice Pêtla;Jan Pêtla;;Jankowice Pêtla;Jankowice Pêtla;Boguszowicka;Jankowice;;ŒWIERKLANY;;;466;.GRZEGORZ;11-05-2017;08:51:16;;;;;;;
62;Boguszowicka;Jankowice Pêtla;;;;Remiza;227;2;1;;;;;;;ABus;;;18,34,25.0;50,03,06.8;Brak;50;;Jan Pêtla;Jankowice Pêtla;Jan Pêtla;;Jankowice Pêtla;Jankowice Pêtla;Boguszowicka;Jankowice;;ŒWIERKLANY;;;570;.GRZEGORZ;26-04-2018;07:53:53;;;;;;;
63;Koœcielna;Jankowice Remiza;;;;Sklep;267;0;1;;;;;;;ABus;;;18,33,51.7;50,02,51.3;Brak;50;;Jan Remiz;Jankowice Remiza;Jan Remiz;;Jankowice Remiza;Jankowice Remiza;Koœcielna;Jankowice;POL;ŒWIERKLANY;;;553;.GRZEGORZ;26-04-2018;07:53:53;;;;;;;
64;Koœcielna;Jankowice Remiza;;;;Œwierklañs;267;1;1;;;;;;;ABus;;;18,33,51.7;50,02,51.3;Brak;50;;Jan Remiz;Jankowice Remiza;Jan Remiz;;Jankowice Remiza;Jankowice Remiza;Koœcielna;Jankowice;POL;ŒWIERKLANY;;;554;.GRZEGORZ;26-04-2018;07:53:53;;;;;;;
65;Nowa;Jankowice Rybnicka;;;;G.S.;272;1;1;;;;;;;ABus;;;18,32,49.4;50,02,38.6;Brak;50;;Jan Rybnicka;Jankowice Rybnicka;Jan Rybnicka;;Jankowice Rybnicka;Jankowice Rybnicka;Nowa;Jankowice;;ŒWIERKLANY;;;564;.GRZEGORZ;11-05-2017;08:49:04;;;;;;;
66;Nowa;Jankowice Rybnicka;;;;Skrzy¿;272;0;1;;;;;;;ABus;;;18,32,49.4;50,02,38.6;Brak;50;;Jan Rybnicka;Jankowice Rybnicka;Jan Rybnicka;;Jankowice Rybnicka;Jankowice Rybnicka;Nowa;Jankowice;;ŒWIERKLANY;;;563;.GRZEGORZ;26-04-2018;07:53:54;;;;;;;
67;Nowa;Jankowice Rybnicka;;;;Wowry;272;2;1;;;;;;;ABus;;;18,32,49.4;50,02,38.6;Brak;50;;Jan Rybnicka;Jankowice Rybnicka;Jan Rybnicka;;Jankowice Rybnicka;Jankowice Rybnicka;Nowa;Jankowice;;ŒWIERKLANY;;;573;.GRZEGORZ;26-04-2018;07:53:52;;;;;;;
68;Koœcielna;Jankowice Sklep;;;;Koœcielna;268;0;1;;;;;;;ABus;;;18,33,24.4;50,02,47.9;Brak;50;;Jan Sklep;Jankowice Sklep;Jan Sklep;;Jankowice Sklep;Jankowice Sklep;Koœcielna;Jankowice;;ŒWIERKLANY;;;555;.GRZEGORZ;26-04-2018;07:53:54;;;;;;;
69;Koœcielna;Jankowice Sklep;;;;Remiza;268;1;1;;;;;;;ABus;;;18,33,24.4;50,02,47.9;Brak;50;;Jan Sklep;Jankowice Sklep;Jan Sklep;;Jankowice Sklep;Jankowice Sklep;Koœcielna;Jankowice;;ŒWIERKLANY;;;556;.GRZEGORZ;01-07-2019;12:05:37;;;;;;;
70;Nowa;Jankowice Skrzy¿owanie;;;;G.S.;274;0;1;;;;;;;ABus;;;18,33,24.5;50,02,34.4;Brak;50;;Jan Skrzy¿;Jankowice Skrzy¿owanie;Jan Skrzy¿;;Jankowice Skrzy¿owanie;Jankowice Skrzy¿owanie;Nowa;Jankowice;;ŒWIERKLANY;;;567;.GRZEGORZ;26-04-2018;07:53:54;;;;;;;
71;Nowa;Jankowice Skrzy¿owanie;;;;Rybnicka;274;1;1;;;;;;;ABus;;;18,33,24.6;50,02,35.0;Brak;50;;Jan Skrzy¿;Jankowice Skrzy¿owanie;Jan Skrzy¿;;Jankowice Skrzy¿owanie;Jankowice Skrzy¿owanie;Nowa;Jankowice;;ŒWIERKLANY;;;568;.GRZEGORZ;26-04-2018;07:53:52;;;;;;;
72;Œwierklañska;Jankowice Œwierklañska;;;;Chwa³owice;198;0;1;;;;;;;ABus;;;18,33,34.0;50,03,14.1;Brak;50;;Jan Œwierk;Jankowice Œwierklañska;Jan Œwierk;;Jankowice Œwierklañska;Jankowice Œwierklañska;Œwierklañska;Jankowice;;ŒWIERKLANY;;;401;DBTARAN1;26-01-2018;11:06:59;;;;;;;
73;Œwierklañska;Jankowice Œwierklañska;;;;Gwarek;198;1;1;;;;;;;ABus;;;18,33,34.7;50,03,14.4;Brak;50;;Jan Œwierk;Jankowice Œwierklañska;Jan Œwierk;;Jankowice Œwierklañska;Jankowice Œwierklañska;Œwierklañska;Jankowice;;ŒWIERKLANY;;;402;DBTARAN1;30-12-2013;10:51:49;;;;;;;
74;Œwierklañska;Jankowice Urz¹d Gminy;;;;B Jastrz;196;1;1;;;;;;;ABus;;;18,34,19.6;50,02,37.9;Brak;50;;Jankowice UG;Jankowice Urz¹d Gminy;Jankowice UG;;Jankowice Urz¹d Gminy;Jankowice Urz¹d Gminy;Œwierklañska;Jankowice;;ŒWIERKLANY;;;398;.GRZEGORZ;11-05-2017;08:43:59;;;;;;;
75;Œwierklañska;Jankowice Urz¹d Gminy;;;;Gwarek;196;0;1;;;;;;;ABus;;;18,34,19.7;50,02,37.8;Brak;50;;Jankowice UG;Jankowice Urz¹d Gminy;Jankowice UG;;Jankowice Urz¹d Gminy;Jankowice Urz¹d Gminy;Œwierklañska;Jankowice;;ŒWIERKLANY;;;397;.GRZEGORZ;26-01-2018;11:06:59;;;;;;;
76;Wowry;Jankowice Wowry;;;;Rybnicka;271;0;1;;;;;;;ABus;;;18,32,32.8;50,02,43.3;Brak;50;;Jan Wowry;Jankowice Wowry;Jan Wowry;;Jankowice Wowry;Jankowice Wowry;Wowry;Jankowice;;ŒWIERKLANY;;;561;.GRZEGORZ;26-04-2018;07:53:54;;;;;;;
77;Wowry;Jankowice Wowry;;;;Koœció³;271;1;1;;;;;;;ABus;;;18,32,32.9;50,02,43.7;Brak;50;;Jan Wowry;Jankowice Wowry;Jan Wowry;;Jankowice Wowry;Jankowice Wowry;Wowry;Jankowice;;ŒWIERKLANY;;;562;.GRZEGORZ;26-04-2018;07:53:52;;;;;;;
78;;Jastrzêbie Al. Pi³sudskiego-Os.Staszica;;;;;392;0;0;;;;;;;ABus;;;18,35,44.4;49,57,00.3;Brak;0;;Staszica;Jastrzêbie Al. Pi³sudskiego-Os.Staszica;Staszica;;Jastrzêbie Al. Pi³sudskiego-Os.Staszica;Jastrzêbie Al. Pi³sudskiego-Os.Staszica;;;;;;;793;ALASKA0;15-03-2018;13:43:03;;;;;;;
79;;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;;;;Jas;385;0;0;;;;;;;ABus;;;18,35,41.6;49,56,59.1;Brak;0;;Al. Pi³suds;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;Al. Pi³sud;;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;780;ALASKA0;15-03-2018;13:43:03;;;;;;;
80;;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;;;;Wod;385;1;0;;;;;;;ABus;;;18,35,44.4;49,57,00.3;Brak;0;;Al. Pi³suds;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;Al. Pi³sud;;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;Jastrzêbie Al.Pi³sudskiego-Os.Gwarków;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;783;ALASKA0;15-03-2018;13:43:03;;;;;;;
81;;Jastrzêbie Dworzec Arki Bo¿ka;;;;Kon;386;0;0;;;;;;;ABus;;;18,36,36.5;49,56,43.9;Brak;0;;Arki Bo¿ka;Jastrzêbie Dworzec Arki Bo¿ka;Arki Bo¿ka;;Jastrzêbie Dworzec Arki Bo¿ka;Jastrzêbie Dworzec Arki Bo¿ka;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;781;ALASKA0;15-03-2018;13:43:03;;;;;;;
82;;Jastrzêbie Dworzec Arki Bo¿ka;;;;Pocz;386;1;0;;;;;;;ABus;;;18,36,36.5;49,56,43.9;Brak;0;;Arki Bo¿ka;Jastrzêbie Dworzec Arki Bo¿ka;Arki Bo¿ka;;Jastrzêbie Dworzec Arki Bo¿ka;Jastrzêbie Dworzec Arki Bo¿ka;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;782;ALASKA0;15-03-2018;13:43:03;;;;;;;
83;;Jastrzêbie Dworzec Zdrój;;;;Kon;395;0;0;;;;;;;ABus;;;18,34,24.5;49,56,43.1;Brak;0;;Dworzec Zdrój;Jastrzêbie Dworzec Zdrój;Dworzec Zdrój;;Jastrzêbie Dworzec Zdrój;Jastrzêbie Dworzec Zdrój;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;796;ALASKA0;15-03-2018;13:43:03;;;;;;;
84;;Jastrzêbie Dworzec Zdrój;;;;Pocz;395;1;0;;;;;;;ABus;;;18,34,24.5;49,56,43.1;Brak;0;;Dworzec Zdrój;Jastrzêbie Dworzec Zdrój;Dworzec Zdrój;;Jastrzêbie Dworzec Zdrój;Jastrzêbie Dworzec Zdrój;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;797;ALASKA0;15-03-2018;13:43:03;;;;;;;
85;;Jastrzêbie Hala Sportowa;;;;;394;0;0;;;;;;;ABus;;;18,34,40.5;49,56,39.7;Brak;0;;Hala Sportowa;Jastrzêbie Hala Sportowa;Hala Sportowa;;Jastrzêbie Hala Sportowa;Jastrzêbie Hala Sportowa;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;795;ALASKA0;15-03-2018;13:43:03;;;;;;;
86;;Jastrzêbie Hala Sportowa;;;;Szpital;394;1;0;;;;;;;ABus;;;18,34,40.5;49,56,39.7;Brak;0;;Hala Sportowa;Jastrzêbie Hala Sportowa;Hala Sportowa;;Jastrzêbie Hala Sportowa;Jastrzêbie Hala Sportowa;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;798;ALASKA0;15-03-2018;13:43:03;;;;;;;
87;;Jastrzêbie KWK Borynia;;;;Szeroka;389;0;0;;;;;;;ABus;;;18,36,37.7;49,59,55.5;Brak;0;;Borynia;Jastrzêbie KWK Borynia;Borynia;;Jastrzêbie KWK Borynia;Jastrzêbie KWK Borynia;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;790;ALASKA0;15-03-2018;13:43:03;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#4;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
88;;Jastrzêbie KWK Borynia;;;;Sw;389;1;0;;;;;;;ABus;;;18,36,37.7;49,59,55.5;Brak;0;;Borynia;Jastrzêbie KWK Borynia;Borynia;;Jastrzêbie KWK Borynia;Jastrzêbie KWK Borynia;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;802;ALASKA0;15-03-2018;13:43:03;;;;;;;
89;;Jastrzêbie KWK Zofiówka;;;;;391;0;0;;;;;;;ABus;;;18,37,19.6;49,57,55.3;Brak;0;;Zofiówka;Jastrzêbie KWK Zofiówka;Zafiówka;;Jastrzêbie KWK Zofiówka;Jastrzêbie KWK Zofiówka;;;;;;;792;ALASKA0;15-03-2018;13:43:03;;;;;;;
90;;Jastrzêbie KWK Zofiówka;;;;Szer;391;1;0;;;;;;;ABus;;;18,37,19.6;49,57,55.3;Brak;0;;Zofiówka;Jastrzêbie KWK Zofiówka;Zafiówka;;Jastrzêbie KWK Zofiówka;Jastrzêbie KWK Zofiówka;;;;;;;800;ALASKA0;15-03-2018;13:43:03;;;;;;;
91;;Jastrzêbie Szerocka Kaplica;;;;Zof;396;0;0;;;;;;;ABus;;;18,37,46.8;49,59,25.5;Brak;0;;Szerocka Kap;Jastrzêbie Szerocka Kaplica;Szerocka Kap;;Jastrzêbie Szerocka Kaplica;Jastrzêbie Szerocka Kaplica;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;804;ALASKA0;15-03-2018;13:43:03;;;;;;;
92;;Jastrzêbie Szerocka Kaplica;;;;¯or;396;1;0;;;;;;;ABus;;;18,37,46.8;49,59,25.5;Brak;0;;Szerocka Kap;Jastrzêbie Szerocka Kaplica;Szerocka Kap;;Jastrzêbie Szerocka Kaplica;Jastrzêbie Szerocka Kaplica;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;805;ALASKA0;15-03-2018;13:43:03;;;;;;;
93;;Jastrzêbie Szerocka Os.1000-lecia;;;;;390;0;0;;;;;;;ABus;;;18,37,21.8;49,59,26.3;Brak;0;;Os 1000;Jastrzêbie Szerocka Os.1000-lecia;Os 1000;;Jastrzêbie Szerocka Os.1000-lecia;Jastrzêbie Szerocka Os.1000-lecia;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;791;ALASKA0;15-03-2018;13:43:03;;;;;;;
94;;Jastrzêbie Szerocka Os.1000-lecia;;;;Bor;390;1;0;;;;;;;ABus;;;18,37,21.8;49,59,26.3;Brak;0;;Os 1000;Jastrzêbie Szerocka Os.1000-lecia;Os 1000;;Jastrzêbie Szerocka Os.1000-lecia;Jastrzêbie Szerocka Os.1000-lecia;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;801;ALASKA0;15-03-2018;13:43:03;;;;;;;
95;;Jastrzêbie Szpital Wojewódzki;;;;Hala;393;0;0;;;;;;;ABus;;;18,35,04.8;49,56,54.1;Brak;0;;Szpital;Jastrzêbie Szpital Wojewódzki;Szpital;;Jastrzêbie Szpital Wojewódzki;Jastrzêbie Szpital Wojewódzki;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;794;ALASKA0;15-03-2018;13:43:03;;;;;;;
96;;Jastrzêbie Szpital Wojewódzki;;;;Pi³su;393;1;0;;;;;;;ABus;;;18,34,56.2;49,56,48.8;Brak;0;;Szpital;Jastrzêbie Szpital Wojewódzki;Szpital;;Jastrzêbie Szpital Wojewódzki;Jastrzêbie Szpital Wojewódzki;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;799;ALASKA0;15-03-2018;13:43:03;;;;;;;
97;;Jastrzêbie Urz¹d Skarbowy;;;;Wod;387;0;0;;;;;;;ABus;;;18,34,35.5;49,57,00.8;Brak;0;;Urz¹d Skarbowy;Jastrzêbie Urz¹d Skarbowy;Urz¹d Skarbowy;;Jastrzêbie Urz¹d Skarbowy;Jastrzêbie Urz¹d Skarbowy;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;784;ALASKA0;15-03-2018;13:43:03;;;;;;;
98;;Jastrzêbie Wodzis³awska;;;;Jast;383;0;0;;;;;;;ABus;;;18,34,18.9;49,57,18.5;Brak;0;;J Wodzis³a;Jastrzêbie Wodzis³awska;J Wodzis³a;;Jastrzêbie Wodzis³awska;Jastrzêbie Wodzis³awska;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;778;ALASKA0;15-03-2018;13:43:03;;;;;;;
99;;Jastrzêbie Wodzis³awska;;;;Wodz;383;1;0;;;;;;;ABus;;;18,34,19.0;49,57,18.8;Brak;0;;J Wodzis³a;Jastrzêbie Wodzis³awska;J Wodzis³a;;Jastrzêbie Wodzis³awska;Jastrzêbie Wodzis³awska;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;785;ALASKA0;15-03-2018;13:43:03;;;;;;;
100;;Jastrzêbie Zdrojowa;;;;;384;0;0;;;;;;;ABus;;;18,34,28.2;49,57,03.4;Brak;0;;J Zdrojowa;Jastrzêbie Zdrojowa;J Zdrojowa;;Jastrzêbie Zdrojowa;Jastrzêbie Zdrojowa;;Jastrzêbie;;JASTRZÊBIEZDRÓJ;;;779;ALASKA0;15-03-2018;13:43:03;;;;;;;
101;G³ówna;Jejkowice Centrum;;;;Pocz;175;3;0;;;;;;;ABus;;;18,28,34.0;50,06,17.2;Brak;150;;J Centrum;Jejkowice Centrum;J Centrum;;Jejkowice Centrum;Jejkowice Centrum;G³ówna;Jejkowice;;JEJKOWICE;;;542;.GRZEGORZ;11-05-2017;08:55:25;;;;;;;
102;G³ówna;Jejkowice Centrum;;;;KuŸnia;175;0;1;;;;;;;ABus;;;18,28,34.5;50,06,17.2;Brak;50;;J Centrum;Jejkowice Centrum;J Centrum;;Jejkowice Centrum;Jejkowice Centrum;G³ówna;Jejkowice;;JEJKOWICE;;;345;.GRZEGORZ;11-05-2017;08:55:11;;;;;;;
103;G³ówna;Jejkowice Centrum;;;;Zebrzyd;175;1;1;;;;;;;ABus;;;18,28,34.5;50,06,17.2;Brak;50;;J Centrum;Jejkowice Centrum;J Centrum;;Jejkowice Centrum;Jejkowice Centrum;G³ówna;Jejkowice;;JEJKOWICE;;;346;.GRZEGORZ;11-05-2017;08:55:37;;;;;;;
104;G³ówna;Jejkowice Centrum;;;;Kon;175;2;1;;;;;;;ABus;;;18,28,34.5;50,06,17.2;Brak;50;;J Centrum;Jejkowice Centrum;J Centrum;;Jejkowice Centrum;Jejkowice Centrum;G³ówna;Jejkowice;;JEJKOWICE;;;393;.GRZEGORZ;11-05-2017;08:55:49;;;;;;;
105;;Jejkowice Cmentarz;;;;Malinowa;282;0;1;;;;;;;ABus;;;00,00,00.0;00,00,00.0;Brak;50;;Jej Cmentarz;Jejkowice Cmentarz;Jej Cmentarz;;Jejkowice Cmentarz;Jejkowice Cmentarz;;Jejkowice;;JEJKOWICE;;;581;DBTARAN1;27-08-2009;19:06:24;;;;;;;
106;G³ówna;Jejkowice KuŸnia;;;;Szczerbice;176;0;1;;;;;;;ABus;;;18,28,02.4;50,06,28.8;Brak;50;;J KuŸnia;Jejkowice KuŸnia;J KuŸnia;;Jejkowice KuŸnia;Jejkowice KuŸnia;G³ówna;Jejkowice;;JEJKOWICE;;;347;.GRZEGORZ;11-05-2017;08:56:12;;;;;;;
107;G³ówna;Jejkowice KuŸnia;;;;J Centrum;176;1;1;;;;;;;ABus;;;18,28,02.4;50,06,28.8;Brak;50;;J KuŸnia;Jejkowice KuŸnia;J KuŸnia;;Jejkowice KuŸnia;Jejkowice KuŸnia;G³ówna;Jejkowice;;JEJKOWICE;;;348;.GRZEGORZ;11-05-2017;08:56:24;;;;;;;
108;Sumiñska;Jejkowice KuŸnia;;;;Sumiñska;176;2;1;;;;;;;ABus;;;18,28,00.1;50,06,30.7;Brak;50;;J KuŸnia;Jejkowice KuŸnia;J KuŸnia;;Jejkowice KuŸnia;Jejkowice KuŸnia;Sumiñska;Jejkowice;;JEJKOWICE;;;635;.GRZEGORZ;27-03-2018;13:31:50;;;;;;;
109;Sumiñska;Jejkowice KuŸnia;;;;J centrum;176;3;1;;;;;;;ABus;;;18,28,00.1;50,06,30.7;Brak;50;;J KuŸnia;Jejkowice KuŸnia;J KuŸnia;;Jejkowice KuŸnia;Jejkowice KuŸnia;Sumiñska;Jejkowice;;JEJKOWICE;;;642;.GRZEGORZ;11-05-2017;08:57:18;;;;;;;
110;;Jejkowice Malinowa;;;;Beata;283;0;1;;;;;;;ABus;;;00,00,00.0;00,00,00.0;Brak;50;;Jej Malinowa;Jejkowice Malinowa;Jej Malinowa;;Jejkowice Malinowa;Jejkowice Malinowa;;Jejkowice;;JEJKOWICE;;;582;DBTARAN1;27-08-2009;19:06:24;;;;;;;
111;;Jejkowice Prusa;;;;Skrzy¿;280;0;1;;;;;;;ABus;;;00,00,00.0;00,00,00.0;Brak;50;;Jejkowice Prusa;Jejkowice Prusa;Jejkowice Prusa;;Jejkowice Prusa;Jejkowice Prusa;;Jejkowice;;JEJKOWICE;;;579;DBTARAN1;27-08-2009;19:06:24;;;;;;;
112;;Jejkowice Skrzy¿owanie;;;;Centrum;281;0;1;;;;;;;ABus;;;00,00,00.0;00,00,00.0;Brak;50;;Jej Skrzy¿;Jejkowice Skrzy¿owanie;Jej Skrzy¿;;Jejkowice Skrzy¿owanie;Jejkowice Skrzy¿owanie;;Jejkowice;;JEJKOWICE;;;580;DBTARAN1;27-08-2009;19:06:24;;;;;;;
113;Sumiñska;Jejkowice Sumiñska;;;;Sz Kaplica;312;0;1;;;;;;;ABus;;;18,27,18.6;50,06,40.8;Brak;50;;J Sumiñska;Jejkowice Sumiñska;J Sumiñska;;Jejkowice Sumiñska;Jejkowice Sumiñska;Sumiñska;Jejkowice;POL;JEJKOWICE;;;636;.GRZEGORZ;27-03-2018;13:32:19;;;;;;;
114;Sumiñska;Jejkowice Sumiñska;;;;J KuŸnia;312;1;1;;;;;;;ABus;;;18,27,18.6;50,06,40.8;Brak;50;;J Sumiñska;Jejkowice Sumiñska;J Sumiñska;;Jejkowice Sumiñska;Jejkowice Sumiñska;Sumiñska;Jejkowice;POL;JEJKOWICE;;;637;.GRZEGORZ;27-03-2018;13:32:49;;;;;;;
115;Szewczyka;Kamieñ Cegielnia;;;;Rzêdówka;155;0;0;;;;;;;ABus;;;18,36,42.8;50,08,39.1;Brak;50;;K Cegielnia;Kamieñ Cegielnia;K Cegielnia;;Kamieñ Cegielnia;Kamieñ Cegielnia;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;310;DBTARAN1;27-08-2009;19:06:24;;;;;;;
116;Szewczyka;Kamieñ Cegielnia;;;;Szko³a;155;1;0;;;;;;;ABus;;;18,36,42.8;50,08,39.1;Brak;50;;K Cegielnia;Kamieñ Cegielnia;K Cegielnia;;Kamieñ Cegielnia;Kamieñ Cegielnia;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;311;DBTARAN1;27-08-2009;19:06:24;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#5;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
117;Szewczyka;Kamieñ Cegielnia;;;;Ksi¹¿enice;155;2;0;;;;;;;ABus;;;18,36,43.3;50,08,42.5;Brak;50;;K Cegielnia;Kamieñ Cegielnia;K Cegielnia;;Kamieñ Cegielnia;Kamieñ Cegielnia;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;312;DBTARAN1;27-08-2009;19:06:24;;;;;;;
118;Szewczyka;Kamieñ Cegielnia;;;;Rzêdówka 1;155;3;0;;;;;;;ABus;;;18,36,43.3;50,08,42.5;Brak;50;;K Cegielnia;Kamieñ Cegielnia;K Cegielnia;;Kamieñ Cegielnia;Kamieñ Cegielnia;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;651;DBTARAN1;06-07-2010;12:35:41;;;;;;;
119;;K³okocin Wiadukt;;;;Kon;315;0;0;;;;;;;ABus;;;18,36,54.2;50,03,23.5;Brak;50;;K³ok Wiadukt;K³okocin Wiadukt;K³ok Wiadukt;;K³okocin Wiadukt;K³okocin Wiadukt;;;;;;;644;DBTARAN1;15-03-2018;13:43:03;;;;;;;
120;;K³okocin Wiadukt;;;;Pêtla;315;1;0;;;;;;;ABus;;;00,00,00.0;00,00,00.0;Brak;50;;K³ok Wiadukt;K³okocin Wiadukt;K³ok Wiadukt;;K³okocin Wiadukt;K³okocin Wiadukt;;;;;;;645;DBTARAN1;15-03-2018;13:43:03;;;;;;;
121;;K³okocin Wiadukt;;;;K³okocin;315;2;0;;;;;;;ABus;;;18,36,54.2;50,03,23.5;Brak;50;;K³ok Wiadukt;K³okocin Wiadukt;K³ok Wiadukt;;K³okocin Wiadukt;K³okocin Wiadukt;;;;;;;646;DBTARAN1;15-03-2018;13:43:03;;;;;;;
122;;K³okocin Wiadukt;;;;Wiadukt;315;3;0;;;;;;;ABus;;;18,36,54.2;50,03,23.5;Brak;50;;K³ok Wiadukt;K³okocin Wiadukt;K³ok Wiadukt;;K³okocin Wiadukt;K³okocin Wiadukt;;;;;;;652;DBTARAN1;15-03-2018;13:43:03;;;;;;;
123;Kotucza;Kotucza Cmentarz;;;;R gliw;364;0;0;;;;;;;ABus;;;18,32,24.7;50,06,07.7;Brak;50;;K Cmentarz;Kotucza Cmentarz;K Cmentarz;;Kotucza Cmentarz;Kotucza Cmentarz;Kotucza;Rybnik;;RYBNIK;PÓ£NOC;;734;DBTARAN1;15-03-2018;13:43:03;;;;;;;
124;Kotucza;Kotucza Cmentarz;;;;Dworzec;364;1;0;;;;;;;ABus;;;18,32,24.7;50,06,07.7;Brak;50;;K Cmentarz;Kotucza Cmentarz;K Cmentarz;;Kotucza Cmentarz;Kotucza Cmentarz;Kotucza;Rybnik;;RYBNIK;PÓ£NOC;;851;ALASKA0;31-10-2018;07:42:10;;;;;;;
125;Andersa;Krzy¿kowice Skrzy¿owanie;;;;;352;0;1;;;;;;;ABus;;;18,22,51.8;50,03,07.8;Brak;50;;Krz Skrzy¿;Krzy¿kowice Skrzy¿owanie;Krz Skrzy¿;;Krzy¿kowice Skrzy¿owanie;Krzy¿kowice Skrzy¿owanie;Andersa;Pszów;;PSZÓW;;;712;DBTARAN1;15-03-2018;13:43:03;;;;;;;
